yugene_value	probe_id	sample_id	ds_id	chip_type	x_position
0.999839844992	A_23_P59138	GSM520697	6444	119	1
0.998995737186	A_23_P59138	GSM894490	6167	119	2
0.998148772901	A_23_P59138	GSM1040443	6247	120	3
0.996512995313	A_23_P59138	GSM1215665	6353	120	4
0.994544463513	A_23_P59138	GSM1040224	6245	120	5
0.991575333429	A_23_P59138	GSM1040194	6245	120	6
0.990705409097	ILMN_1679060	5445316044_G	5042	73	7
0.98680400359	ILMN_1679060	5445316044_D	5036	73	8
0.985217425807	ILMN_2068499	4697141024_B	5006	6	9
0.984625517391	ILMN_2068499	5445316044_A	5042	73	10
0.98438488251	ILMN_1679060	1705168044_F	5005	7	11
0.982942715537	8178470	GSM525424	5038	46	12
0.981708596466	214532_x_at	GSM239826	5030	16	13
0.978298198657	ILMN_1705546	1981576034_A	6182	7	14
0.978016021833	A_32_P132563	GSM520688	6444	119	15
0.977116245985	8178470	GSM540419	5023	46	16
0.976576346859	ILMN_2068499	5645326030_D	5036	73	17
0.976298585512	8178470	GSM898028	6092	46	18
0.976291097999	ILMN_1705546	4530842024_A	6688	7	19
0.974651658024	ILMN_2068499	6235804065_G	6072	73	20
0.973182698716	208286_x_at	GSM378838	6164	16	21
0.972251774722	214532_x_at	GSM257522	6161	16	22
0.971950192606	8178470	H9_c8_reset_3	6429	46	23
0.971597693253	214532_x_at	GSM579893	6056	16	24
0.971580113947	208286_x_at	GSM462814	5028	16	25
0.971160818181	A_24_P214841	GSM520685	6444	119	26
0.971012519256	208286_x_at	GSM310861	5027	16	27
0.969973055973	214532_x_at	GSM574082	5025	16	28
0.969848860849	208286_x_at	GSM378831	5013	16	29
0.968712536994	214532_x_at	GSM551200	6242	16	30
0.968343910121	8124889	GSM1470876	6542	46	31
0.96817371193	ILMN_1679060	7911763028_H	6557	73	32
0.967463167094	214532_x_at	GSM378833	5013	16	33
0.967097326253	214532_x_at	GSM656449	5041	16	34
0.966393293021	A_24_P214841	GSM520715	6444	119	35
0.965662531937	8124889	GSM1323612	6447	46	36
0.964407656734	208286_x_at	GSM347925	5033	16	37
0.963864108413	8124889	GSM607080	6008	46	38
0.963312090123	214532_x_at	GSM378814	6163	16	39
0.963264456229	210905_x_at	GSM378823	6163	16	40
0.963227925769	210905_x_at	GSM347925	5033	16	41
0.963136081512	ILMN_1705546	5445316044_J	5042	73	42
0.962976981848	8124889	GSM531022	6049	46	43
0.96290868827	210905_x_at	GSM378825	5013	16	44
0.962321849433	8178470	GSM628197	5016	46	45
0.962275386133	8179719	Ad_iPS1_3	6429	46	46
0.961297851957	210905_x_at	GSM551196	6242	16	47
0.961015590428	208286_x_at	GSM449729	6166	16	48
0.960779953479	8178470	GSM1060533	6157	46	49
0.960078338792	ILMN_1679060	4032149081_B	6705	7	50
0.959953942241	ILMN_1705546	5991413017_A	5042	73	51
0.958959960306	A_23_P59138	GSM1215725	6353	120	52
0.958186819775	ILMN_1705546	GSM381611	5008	6	53
0.957883167189	210265_x_at	04_K1-31-2_No_439-2	6065	16	54
0.95752499681	210905_x_at	GSM574088	5025	16	55
0.957172716801	210265_x_at	GSM462814	5028	16	56
0.956970094573	214532_x_at	GSM241165	6057	16	57
0.955915168104	208286_x_at	GSM590391	6005	16	58
0.95590388477	8179719	GSM807100	6441	46	59
0.954994933522	A_23_P59138	GSM1151077	6356	120	60
0.9548251991	210265_x_at	GSM378827	5013	16	61
0.954673069245	210265_x_at	GSM248211	6162	16	62
0.95445939515	A_24_P144601	GSM1110014	6247	120	63
0.953606861485	A_24_P144601	GSM1215657	6353	120	64
0.951557951091	A_24_P144601	GSM1040174	6245	120	65
0.951316474255	ILMN_1705546	5445316039_D	5036	73	66
0.950409284094	ILMN_1705546	1911480102_B_GSM381186	5004	7	67
0.950384491227	210265_x_at	GSM656446	5041	16	68
0.949470937568	208286_x_at	GSM402717	6165	16	69
0.947874931486	210265_x_at	GSM500994	5018	16	70
0.94755077846	208286_x_at	GSM579891	6056	16	71
0.947500973666	8179719	GSM525412	5038	46	72
0.946994435859	A_24_P144601	GSM1151077	6356	120	73
0.946245222434	208286_x_at	GSM574091	5025	16	74
0.945716878138	8124889	GSM568486	6145	46	75
0.945144067164	ILMN_1705546	7911763028_L	6557	73	76
0.944946568926	A_24_P144601	GSM1040219	6247	120	77
0.944792857857	A_24_P144601	GSM1215717	6353	120	78
0.943356073199	8179719	GSM540407	5023	46	79
0.940734362708	214532_x_at	GSM637782.cel	5002	36	80
0.9384100663	210905_x_at	GSM423940	5031	16	81
0.937108499768	ILMN_2068499	GSM381605	5008	6	82
0.936170018402	210265_x_at	GSM257522	6161	16	83
0.936126847531	8124889	UD_a_mRNA	6499	46	84
0.933285534052	8124889	GSM628204	5016	46	85
0.931155528475	208286_x_at	GSM738149	6007	16	86
0.930535904256	ILMN_2068499	GSM1367316	6545	73	87
0.929776095979	214532_x_at	SB3	6053	16	88
0.929566917944	ILMN_1705546	5645326030_A	5036	73	89
0.929224599164	210265_x_at	GSM367219	6051	16	90
0.928430695015	A_24_P144601	GSM1040204	6245	120	91
0.927166576409	208286_x_at	GSM656438	5041	16	92
0.927050142467	210905_x_at	GSM656435	5041	16	93
0.92664946431	210905_x_at	GSM590403	6005	16	94
0.926470350518	208286_x_at	GSM637765.cel	5002	36	95
0.926065278124	210265_x_at	GSM574079	5025	16	96
0.919414928095	210265_x_at	GSM637778.cel	5002	36	97
0.918439142219	210265_x_at	GSM738143	6007	16	98
0.91728108167	ILMN_2068499	GSM810527	5035	73	99
0.912875102648	214532_x_at	GSM194310	6033	16	100
0.907085438166	210905_x_at	GSM194308	6033	16	101
0.906598118719	A_24_P144601	GSM1215747	6353	120	102
0.905716289752	ILMN_1705546	AfBLy_2_d2_3	5043	66	103
0.901608584208	210905_x_at	Neuro-Zhang-hES_pool2-HGU133_2	6047	16	104
0.899353193816	8179719	GSM628211	5016	46	105
0.897010889192	ILMN_1705546	C2-4-4	6414	73	106
0.889235614542	8179719	GSM568492	6145	46	107
0.888860697898	210905_x_at	GSM637761.cel	5002	36	108
0.888448219602	210265_x_at	GSM310839	5027	16	109
0.886154502036	A_24_P144601	GSM1215627	6353	120	110
0.873251420492	A_23_P59138	GSM1215695	6353	120	111
0.866325922242	208286_x_at	BMP4	6054	16	112
0.862698648874	8124889	GSM958227	6169	46	113
0.843114086232	ILMN_1679060	1848089094_A	6182	7	114
0.816560544798	ILMN_1705546	4038250016_A	6182	7	115
0.81573652848	17040632	GSM1376247	6343	134	116
0.799370115731	ILMN_1679060	GSM810539	5035	73	117
0.755388163533	8179719	GSM726936	5022	46	118
0.75273492528	208286_x_at	GSM574061	5025	16	119
0.751806865755	17040632	GSM1533814	6748	134	120
0.751806865755	17038044	GSM1533814	6748	134	121
0.751806865755	17033265	GSM1533814	6748	134	122
0.75039325946	17027710	GSM1533820	6748	134	123
0.734610873805	210265_x_at	GSM661354	6055	16	124
0.733363256118	A_23_P59138	GSM1215785	6353	120	125
0.721595547429	17027710	GSM1533790	6748	134	126
0.720650899377	17006568	GSM1533778	6748	134	127
0.710523764452	214532_x_at	GSM609700_5202764005789149112904.F07	5003	41	128
0.703316737075	A_23_P59138	GSM1387831	6439	143	129
0.693855568309	8179719	GSM870542	6509	46	130
0.68841746314	223274_at	GSM1041389	6358	16	131
0.687856683604	17006568	GSM1376245	6343	134	132
0.681927169625	17006568	GSM1533808	6748	134	133
0.681534821169	17035356	GSM1533778	6748	134	134
0.681534821169	17030560	GSM1533778	6748	134	135
0.672233038262	17035356	GSM1533808	6748	134	136
0.672233038262	17030560	GSM1533808	6748	134	137
0.669612215948	17038044	GSM1376242	6343	134	138
0.666892986583	8124889	GSM726930	5022	46	139
0.666724276062	210265_x_at	GSM468220_S9_R1	6009	51	140
